ambasad,NOUN,embassy
ambasada,NOUN,ambassador
Ambek,PROPN,Ambek
Ambilace,PROPN,Ambilace
ambrela,NOUN,umbrella
Ambrim,PROPN,Ambrym
ambulans,NOUN,ambulance
Ameli,PROPN,Ameli
Amelvet,PROPN,Amelvet
Amerika,NOUN,America
ami,NOUN,army
anamol,NOUN,animal
Ananaeas,NOUN,Ananias
ananas,NOUN,pineapple
anandat,NOUN,tree
ananit,ADV,under
Anas,NOUN,Annas
Anavutua,PROPN,Anavutua
Anawonjei,PROPN,Anawonjei
anda,ADV,under
andakat,NOUN,hairstyle
andanit,ADV,under
andapan,NOUN,underpants
andastan,VERB,understand
andastanem,VERB,understand
andawea,NOUN,underwear
Andru,NOUN,Andrew
Anduan,PROPN,Anduan
Aneityum,PROPN,Aneityum
Anelkauhat,PROPN,Anelkauhat
Angglikan,NOUN,Anglican
angka,NOUN,anchor
angkarem,VERB,anchor
angkejif,NOUN,hankerchief
angkel,NOUN,uncle
Angoro,PROPN,Angoro
anian,NOUN,onion
animol,NOUN,animal
aninit,ADV,underneath
Anipilithi,PROPN,Anipilithi
anis,NOUN,ant
aniveseri,NOUN,anniversary
Aniwa,PROPN,Aniwa
Ankuru,PROPN,Ankuru
Anmalabua,PROPN,Anmalabua
Anoyac,PROPN,Anoyac
ansa,NOUN,answer
ansarem,VERB,answer
antap,ADV,above
Antea,NOUN,Antea
anteadi,NOUN,adult movie
anti,NOUN,aunty
Antiok,PROPN,Antioch
Antipas,NOUN,Antipas
Anuatakh,PROPN,Anuatakh
Anusa,PROPN,Anusa
Anwatch,PROPN,Anwatch
aoa,NOUN,hour
Aore,PROPN,Aore
Aore,PROPN,Aore School
aot,VERB,out
Aota,PROPN,Aota
aotbod,NOUN,outboard
aotem,VERB,remove
aotenjin,NOUN,outboard
aotriga,NOUN,outrigger
Apen,PROPN,Lownakiam Apen
apendiks,NOUN,appendix
apil,VERB,appeal
apilim,VERB,appeal
aplae,VERB,apply
aplikesen,NOUN,application
apol,NOUN,apple
Apolos,NOUN,Apollos
Apoma,PROPN,Lowell Apoma
Apopo,PROPN,Apopo
aposol,NOUN,apostle
Apostolik,NOUN,Apostolic Church
APTC,PROPN,Australian Pacific Technical College
ara,NOUN,arrow
Araki,PROPN,Araki
Araki,PROPN,Araki
Arameik,NOUN,Aramaic
aranis,NOUN,orange
Arasa,PROPN,Arasa
Aravita,PROPN,Aravita
Arebia,NOUN,Arabia
Aremanapoi,PROPN,Aremanapoi
areno,INTJ,I don't know!
Areopagus,NOUN,Areopagus
ares,VERB,arrest
arestem,VERB,arrest
Areuv,PROPN,Areuv
Arevo,PROPN,Arevo
Arevo,PROPN,Arevo
arier,VERB,reverse
ariko,NOUN,bean
Aristakas,NOUN,Aristarchus
Arivrivbarai,PROPN,Arivrivbarai
arme,NOUN,army
Aroa,PROPN,Aroa
Aroae,PROPN,Aroae
Aroakani,PROPN,Aroakani
Aromai,PROPN,Aromai
Arongbwaratu,PROPN,Arongbwaratu
Arorono,PROPN,Arorono
Arseo,PROPN,Arseo
Aru,PROPN,Aru
Arun,PROPN,Arun
arurut,NOUN,arrowroot
arut,VERB,be on one's way
as,NOUN,bottom
Asamaranda,PROPN,Asamaranda
Asanasa,PROPN,Asanasa
Asanawari,PROPN,Asanawari
Asanvari,PROPN,Asanvari
Asaratamata,PROPN,Asaratamata
Asataleva,PROPN,Asataleva
Asatapu,PROPN,Asatapu
Asdod,NOUN,Ashdod
asembli,NOUN,assembly
ases,NOUN,hatch
asesa,NOUN,assessor
asesem,VERB,assess
asesmen,NOUN,assessment
Asiria,NOUN,Asyria
asis,NOUN,ash
askem,VERB,ask
asol,NOUN,anus
Asos,NOUN,Assos
asosiesen,NOUN,association
asprin,NOUN,aspirin
Asse,PROPN,Asse
Assen,PROPN,Assen
Asuas,PROPN,Asuas
Asuruhk,PROPN,Asuruhk
Atabuau,PROPN,Atabuau
Atabulu,PROPN,Atabulu
atak,NOUN,attack
atakem,VERB,attack
Atalia,NOUN,Attalia
Atangurua,PROPN,Atangurua
Ataripoi,PROPN,Ataripoi
atasiong,INTJ,look out!
Atavoa,PROPN,Atavoa
atebrin,NOUN,atebrine
Atemis,NOUN,Artemas
Atens,NOUN,Athens
atikol,NOUN,article
ating,ADV,possibly
Ativusa,PROPN,Ativusa
Atkor,PROPN,Atkor
atletik,NOUN,athlethic
atlit,NOUN,athlete
atropin,NOUN,atropine
atu,NOUN,trump card
Aulua,PROPN,Aulua
AusAID,PROPN,Australian Aid Agency
Avanbatai,PROPN,Avanbatai
Avanbolulu,PROPN,Avanbolulu
Avanguresi,PROPN,Avanguresi
avans,NOUN,advance
Avar,PROPN,Avar
Avatvotu,PROPN,Avatvotu
Avavanvae,PROPN,Avavanvae
Aver,PROPN,Aver
Aveuka,PROPN,Yakun Aveuka
AVI,PROPN,Australian Volunteer International
Aviriana,PROPN,Aviriana
AVL,PROPN,Airports Vanuatu Limited
Avock,PROPN,Avock
Avok,PROPN,Avock
avoka,NOUN,avocado
Avorani,PROPN,Avorani
Avunabuho,PROPN,Avunabuho
Avunabulu,PROPN,Avunabulu
Avunaleleo,PROPN,Avunaleleo
Avunarani,PROPN,Avunarani
Avunarao,PROPN,Avunarao Clinic
Avunarara,PROPN,Avunarara
Avunareworewo,PROPN,Avunareworewo
Avunatari,PROPN,Avunatari
awe,INTJ,oh boy!
awo,INTJ,oh boy!
Aworor,PROPN,Aworor
AYA,PROPN,Australian Youth Ambassador
ba,NOUN,bar
babae,INTJ,goodbye
babakiu,NOUN,barbecue
Babilon,NOUN,Babylon
Babilonia,NOUN,Babylonia
babolgam,NOUN,bubblegum
babwaea,NOUN,barbed wire
badfasin,NOUN,bad behaviour
badfren,NOUN,enemy
badlak,NOUN,bad luck
badnius,NOUN,bad news
badtaem,NOUN,bad time
bae,ADV,future
baebol,NOUN,bible
baegod,INTJ,by God!
Baegotolovatu,PROPN,Baegotolovatu
baenet,NOUN,bayonet
baero,NOUN,biro
baeropen,NOUN,biro
baesbaending,NOUN,bias binding
baewin,VERB,sail with the wind
bafalo,NOUN,buffalo
baga,NOUN,rascal
bagarap,VERB,broken
bagaremap,VERB,broken
bagari,ADV,extremely
bagariwan,NOUN,huge one
bagre,INTJ,who cares!
bagrit,INTJ,bugger it
Baiap,PROPN,Baiap
Baie Barrier,PROPN,Baie Barrier
Baitora,PROPN,Baitora
baj,NOUN,badge
baj,NOUN,barge
bajet,NOUN,budget
bak,NOUN,back
bakadi,NOUN,Barcadi
Bakataura,PROPN,Bakataura
Bakavegug,PROPN,Bakavegug School
bakdo,NOUN,back door
bakegen,ADV,again
bakel,NOUN,buckle
baket,NOUN,bucket
bakgraon,NOUN,background
bakpei,NOUN,back pay
Bakra,PROPN,Bakra
baksaed,NOUN,backside
bakstia,NOUN,back stay
bakstoa,NOUN,storeroom
bakteria,NOUN,bacteria
bakwa,NOUN,scaly skin
balanggo,NOUN,tree
balap,NOUN,cowbail
bales,NOUN,ballast
balon,NOUN,balloon
balong,NOUN,balloon
balongfis,NOUN,toadfish
balun,NOUN,balloon
bambae,ADV,future
bambu,NOUN,bamboo
ban,NOUN,band
Banabas,NOUN,Bamabas
Banam,PROPN,Banam Bay
BanBan,PROPN,BanBan
Banban,PROPN,Banban
banded,NOUN,bandaid
bandej,NOUN,bandage
bandel,NOUN,bunch
bang,NOUN,accident
bang,NOUN,bank
Banga,PROPN,Banga
bangbuk,NOUN,bank book
bangem,VERB,bang
banggalo,NOUN,bungalo
Bangkis,PROPN,Banks
banian,NOUN,banyan tree
baniantri,NOUN,banyan tree
banis,NOUN,fence
Banmatmat,PROPN,Banmatmat
Banmit,PROPN,Banmit
Baol,PROPN,Baol
baondri,NOUN,boundary
baot,VERB,about
baptaes,VERB,baptised
baptaesem,VERB,baptised
Barakel,PROPN,Barakel
barakuta,NOUN,barracuda
barava,ADJ,real
Baravat,PROPN,Baravat
Baravet,PROPN,Baravet
Barereo,PROPN,Barereo
Barias,PROPN,Barias
barik,NOUN,barracks
Barmandrin,PROPN,Barmandrin
bas,NOUN,bus
basa,NOUN,fete
basfe,NOUN,bus fare
baskel,NOUN,bicycle
basketbol,NOUN,basketball
bastop,NOUN,bus stop
bata,NOUN,butter
bataflae,NOUN,butterfly
batafrut,NOUN,avacado
Batambong,PROPN,Batambong
Batambu,PROPN,Batambu
batelbot,NOUN,battleship
baten,NOUN,button
Batolomiu,NOUN,Bartholomew
batri,NOUN,battery
batrum,NOUN,bathroom
Batuitano,PROPN,Batuitano
Bau,PROPN,Bau
Bavulava,PROPN,Bavulava
be,CCONJ,but
bealo,INTJ,so what!
bebet,NOUN,insect
bebi,NOUN,baby
Bectoro,PROPN,Bectoro
bedrum,NOUN,bedroom
bedsit,NOUN,sheet
Behaltalam,PROPN,Behaltalam
bei,NOUN,bay
beka,NOUN,baker
bekem,VERB,bake
bekhaos,NOUN,bakery
bekon,NOUN,bacon
bel,NOUN,bell
bel,NOUN,belly
bel,NOUN,bale
belaot,VERB,bail out
belaotem,VERB,bail out
belap,NOUN,cow bail
belap,VERB,bailed up
Belinboji,PROPN,Belinboji
Bellemolle,PROPN,Bellemolle
Bellevue,PROPN,Bellevue
belnaef,NOUN,bushknife
Belnatsa,PROPN,Belnatsa
ben,VERB,bend
benben,VERB,twist
benbenem,VERB,twist
bendaon,VERB,bend down
Bene,PROPN,Bene
benediksin,NOUN,benediction
benem,VERB,bend
Beneur,PROPN,Beneur
Benis,NOUN,Bernice
Benmoli,PROPN,Benmoli
benoa,NOUN,tree
bens,NOUN,bench
bensin,NOUN,bensine
beregraon,NOUN,cemetry
berem,VERB,bury
bes,NOUN,bass
bes,NOUN,best
besdemea,NOUN,sea cucumber
besfren,NOUN,best friend
besin,NOUN,basin
beswan,NOUN,excellent
bet,NOUN,bait
bet,VERB,gamble
Betani,PROPN,Bethany
betde,NOUN,birthday
Betehul,PROPN,Betehul
Betel,PROPN,Bethel
Betel,PROPN,Bethel
betelnat,NOUN,betel nut
Beterihi,PROPN,Beterihi
Bethel,PROPN,New Bethel
Betlehem,PROPN,Bethlehem
Betlehem,PROPN,Bethlehem
Betlehem,PROPN,Bethlehem
Betowleha,PROPN,Betowleha
Betrihi,PROPN,Betrihi
bewea,INTJ,wow!
bi,NOUN,bee
bia,NOUN,beer
Bia,PROPN,Bia
biaen,ADV,behind
biaenem,VERB,accompany
Biam,PROPN,Biam
bibip,NOUN,horn
bibliokrafi,NOUN,bibliography
bidbid,NOUN,shell necklace
bifo,ADV,before
bigae,NOUN,gecko
bigaelan,NOUN,mainland
bigbel,NOUN,fat person
bigbig,ADJ,big
bigbigfala,ADJ,big
bigbigman,NOUN,dignitary
bigbol,NOUN,coconut crab
bigbus,NOUN,thick bush
bigfala,ADJ,large
bighaf,NOUN,majority
bighan,NOUN,kava variety
bighed,NOUN,large black bird
bigining,NOUN,beginning
bigkom,NOUN,big comb
biglan,NOUN,mainland
bigleg,NOUN,elephantisis
biglif,NOUN,vine
bigman,NOUN,dignitary
bigmane,ADJ,expensive
bigmaot,NOUN,braggger
bignamba,NOUN,large proportion
bignambas,NOUN,large penis sheath
bignambuton,NOUN,placenta
bignanggalat,NOUN,nettle tree
bignem,NOUN,generic term
bigrod,NOUN,main road
bigsan,NOUN,hot and sunny
bigsan,NOUN,long sandy beach
bigsi,NOUN,rough sea
bigsit,NOUN,rudderfish
bigtaon,NOUN,city
bigwan,ADJ,large
bigwin,NOUN,hurricane
bikos,CCONJ,because
bil,NOUN,bill
bildim,VERB,build
bildimap,VERB,build
bilding,NOUN,building
bilfis,NOUN,billfish
bili,NOUN,billy goat
biliad,NOUN,billiards
bilif,NOUN,belief
biligot,NOUN,billy goat
Bilitau,PROPN,Bilitau
biliv,VERB,believe
bilivim,VERB,believe
Bimar,PROPN,Bimar
bin,NOUN,bean
bin,PART,past
binggo,NOUN,bingo
binrop,NOUN,snake bean
bintri,NOUN,Moreton Bay Chestnut
Bipi,NOUN,Burns Philp supermarket / BP Petrol
Biribiri,PROPN,Biribiri
bisi,ADJ,busy
bisket,NOUN,biscuit
Bislama,NOUN,Bislama
bisnes,NOUN,business
bisnesman,NOUN,businessman
bisop,NOUN,bishop
bitim,VERB,beat
Bitinia,NOUN,Bithynia
bitwin,ADP,between
Bivanu,PROPN,Bivanu
blad,NOUN,blood
blaen,ADJ,blind
blaenae,ADJ,blind
blak,ADJ,black
Blaka,NOUN,African American
blakae,NOUN,black eye
blakanis,NOUN,fire ant
blakanwaet,NOUN,seasnake
blakaot,INTJ,lights out!
blakbari,NOUN,blackberry
blakblad,NOUN,blood clot
blakbod,NOUN,blackboard
blakbokis,NOUN,flying fox
blakbus,NOUN,virgin forest
blakfis,NOUN,fish
blakgraon,NOUN,soil
blakgras,NOUN,grass
blakleva,NOUN,spleen
blakmaket,NOUN,black market
blakman,NOUN,black skinned person
blakmisis,NOUN,Ni-Vanuatu woman who acts as a European woman
blakpam,NOUN,tree fern
blakpeni,NOUN,penny
blakpijin,NOUN,Indian Myna bird
blakpiko,NOUN,surgeonfish
blaksan,NOUN,black sand beach
Blaksan,PROPN,Blacksands
blaksmit,NOUN,blacksmith
blakston,NOUN,volcanic rock
blaktuna,NOUN,tuna
blakwaet,ADJ,black and white
blakwud,NOUN,blackwood
blangket,NOUN,blanket
blaos,NOUN,blouse
bled,NOUN,blade
bledresa,NOUN,razor
blem,NOUN,blame
blemem,VERB,blame
blesem,VERB,bless
blesing,NOUN,blessing
blista,NOUN,blister
blo,ADP,belong
blo,VERB,blow
bloem,VERB,blow
bloemaot,VERB,blow out
blok,NOUN,block
blokem,VERB,block
blokhaos,NOUN,block house
blong,ADP,of / for
blu,ADJ,blue
blufis,NOUN,parrot fish
bluflae,NOUN,blowfly
bluflaoa,NOUN,sensitive grass
bluhol,NOUN,bluehole
blujin,NOUN,blue jeans
blukarong,NOUN,bluefin trevally
blukros,NOUN,blue cross
blulaet,NOUN,blowlamp
blulam,NOUN,blowlamp
blumak,NOUN,bluebanded surgeonfish
blumeresin,NOUN,gentian violet
blumuvi,NOUN,blue movie
blusi,NOUN,open sea
bluston,NOUN,copper sulphate
blutel,NOUN,bluespot mullet
blutin,NOUN,beer
bluwota,NOUN,New Guinea Rosewood
bluwud,NOUN,tree
Bobby,PROPN,Bobby Mazoyer
bobin,NOUN,bobbin
bod,NOUN,board
bodaon,VERB,bow
bodi,NOUN,body
bodigad,NOUN,bodyguard
boe,NOUN,boy
boefren,NOUN,boyfriend
boel,VERB,boil
boela,NOUN,boiler / boil
boelem,VERB,boil
boelwota,NOUN,spring
Bogor,PROPN,Bogor
Boiboi,PROPN,Boiboi
bokis,NOUN,box
Bokisa,PROPN,Bokissa
Bokissa,PROPN,Bokissa
Bokrat,PROPN,Bokrat
boksing,NOUN,boxing
bol,NOUN,testicle
bol,NOUN,ball
bol,NOUN,bolt
bol,NOUN,bowl
Bolan,NOUN,Ballande
bolbol,NOUN,testicle
bolet,NOUN,bullet
bolhed,ADJ,bald
bolkabis,NOUN,cabbage
bolpen,NOUN,biro
bolpig,NOUN,boar
bolpoen,NOUN,biro
bom,NOUN,bomb
Bomase,NOUN,Au Bon Marche supermarket
bombom,NOUN,wine flagon
bombong,NOUN,lolly
bon,VERB,born
bon,VERB,burn
bonaks,NOUN,soap powder
bonane,NOUN,New Year celebration
bonara,NOUN,bow and arrow
bondi,NOUN,criminal
bondo,NOUN,pontoon
bonem,VERB,give birth
bonem,VERB,burn
bonemap,VERB,burn
bonemdaon,VERB,burn down
Bonenaveth,PROPN,Bonenaveth
Bongabonga,PROPN,Bongabonga
bongambo,ADJ,thickhead
bongbong,ADJ,thickhead
bonit,NOUN,tuna
bonmi,INTJ,said in marbles
bonpa,INTJ,said in marbles
bonsop,INTJ,said in marbles
bontos,INTJ,said in marbles
Bonvor,PROPN,Bonvor
boroem,VERB,borrow
Borvatu,PROPN,Borvatu
bos,NOUN,boss
bosboe,NOUN,boss boy
bosen,NOUN,boatswain
Bosgole,PROPN,Bosgole
boskru,NOUN,crew
bosman,NOUN,foreman
bosta,VERB,explode
bot,NOUN,boat
botel,NOUN,bottle
boteltop,NOUN,bottle top
botom,NOUN,bottom
Botovoro,PROPN,Botovoro
botsed,NOUN,boatshed
Botuai,PROPN,Botuai
Bouffa,PROPN,Bouffa
Boukaliu,PROPN,Boukaliu
Bov,PROPN,Bov
Bowul,PROPN,Bowul
braed,NOUN,bride
braket,NOUN,bracket
bramin,NOUN,crowbar
brandi,NOUN,brandy
bransis,NOUN,branch
braon,ADJ,brown
bras,NOUN,brass
bras,NOUN,brush
brasban,NOUN,brass band
brasem,VERB,scrub
brasplet,NOUN,plaque
brastut,VERB,brush teeth
brata,NOUN,brother
bred,NOUN,bread
bredfrut,NOUN,breadfruit
Breha,PROPN,Breha
brek,VERB,break
brek,NOUN,break
brekap,VERB,breakup
brekap,NOUN,breakup
brekem,VERB,break
brekemaot,VERB,break out
brekemdaon,VERB,break down
brekfes,NOUN,breakfast
brekwin,VERB,break wind
bren,NOUN,brain
brenstom,NOUN,brainstorm
Brenwei,PROPN,Brenwei
bres,NOUN,brace and bit
bresbit,NOUN,brace and bit
bresis,NOUN,braces
brij,NOUN,bridge
brikis,NOUN,cement block
bringanbae,NOUN,bring-and-buy
bringim,VERB,bring
brodkas,VERB,broadcast
brodkastem,VERB,broadcast
brok,VERB,break
brokaot,VERB,break away
brokdaon,VERB,bankrupt
broset,NOUN,satay stick
bruet,NOUN,wheelbarrow
brum,NOUN,broom
brumaot,VERB,sweep out
brumbasket,NOUN,broom basket
brumum,VERB,sweep
brumumaot,VERB,sweep out
Buabua,PROPN,Buabua
bubu,NOUN,grandparent
Bugelan,PROPN,Van Bugelan
buja,NOUN,butcher
buk,NOUN,book
bukbang,NOUN,bank book
buking,NOUN,booking
buklet,NOUN,booklet
bukmak,NOUN,bookmark
buksap,NOUN,bookshop
buksef,NOUN,bookshelf
bukself,NOUN,bookshelf
bukum,VERB,book
bul,NOUN,ball
bul,NOUN,bull
bul,NOUN,bulldozer
buldog,NOUN,bulldozer
buldos,NOUN,bulldozer
buldosa,NOUN,bulldozer
buldosarem,VERB,force ideas
bulong,NOUN,bolt
bulsit,INTJ,bullshit
bulu,NOUN,type of tree
buluk,NOUN,bullock
bulumakao,NOUN,bullock
Bulumed,PROPN,Bulumed
bumaram,NOUN,boomerang
bumbus,NOUN,rifle
bun,NOUN,bone
bunbun,ADJ,skinny
bunfis,NOUN,milkfish
bungiu,INTJ,goodnight
bunia,NOUN,bougna
Buniakup,PROPN,Buniakup
Buninga,PROPN,Buninga
bunkok,NOUN,erection
Bunlap,PROPN,Bunlap
burao,NOUN,cottonwood
Burao,PROPN,Burao
Burbar,PROPN,Burbar
Burie,PROPN,Burie
Burumba,PROPN,Burumba
bus,NOUN,bush
busbes,NOUN,tea chest bass instrument
bushaos,NOUN,bush house
busi,NOUN,cat
busmaket,NOUN,roadside stall
Busman,PROPN,Busman Bay
Busmans,PROPN,Bushman's Bay
busmared,VERB,in a defacto relationship
busnaef,NOUN,bushknife
busong,NOUN,plug
busongem,VERB,plug up
busrod,NOUN,bush road
busrop,NOUN,vine
bustoelet,NOUN,bush toilet
Busuru,PROPN,Busuru
buswaea,NOUN,ornamental plant
but,NOUN,boot
Butema,PROPN,Butema
butong,NOUN,button
Bwaga,PROPN,Bwaga
Bwakia,PROPN,Bwakia
Bwatnapni,PROPN,Bwatnapni
Bwebwea,PROPN,Bwebwea
Bwilaut,PROPN,Bwilaut
Bye,PROPN,Bye
Carvel,PROPN,Carvel
CBT,PROPN,Competency Based Training
CDC,PROPN,Curriculum Development Centre
Chumasmoe,PROPN,Chumasmoe
CoM,PROPN,Council of Ministers
Cressonniere,PROPN,La Cressonniere
CRP,PROPN,Comprehensive Reform Program
CTC,PROPN,Community Training Centre
dabol,ADJ,double
dabolbed,NOUN,double bed
dabolbun,NOUN,very strong man
dabolem,VERB,double
dabolhed,NOUN,person with many things on the go
dabolkabin,NOUN,double cab utility
dabolplag,NOUN,double adaptor
dabolplang,NOUN,plywood
dabolring,ADJ,uncircumcised
dabolsignol,NOUN,hzard lights
dabolskin,NOUN,scaly skin
daboltut,NOUN,molar toot
dabolwok,NOUN,job that has to be repeated
dabolyu,NOUN,letter W
dadi,NOUN,father
daeman,NOUN,diamond
daenengrum,NOUN,dining room
daeoses,NOUN,diocese
daeosis,NOUN,diocese
daerek,ADV,directly
daerek,NOUN,double strength kava
daerekli,VERB,directly
daerekta,NOUN,director
daeri,NOUN,diary
daeribuk,NOUN,diary
daes,NOUN,dice
daev,VERB,dive
daeva,NOUN,diver
daeva,VERB,diver
dakbus,NOUN,thick bush
dakdak,NOUN,duck
dakglas,NOUN,sunglasses
daknes,NOUN,pagan beliefs / pre Christian times
Daldalisi,PROPN,Daldalisi
daling,NOUN,darling
Damaskes,NOUN,Damascus
damblo,NOUN,hold of ship
damdam,VERB,pack down
Dame,PROPN,Notre Dame
dampa,NOUN,damper
damsen,NOUN,wine flagon
danamaet,NOUN,dynamite
danggari,NOUN,army trousers
danis,NOUN,dance
daon,ADV,down
daonem,VERB,denigrate
Darias,NOUN,Darius
das,NOUN,dust
Debe,NOUN,Derbe
debi,VERB,debit
ded,VERB,dead
dedblad,NOUN,useless
dedbodi,NOUN,corpse
dedman,NOUN,deceased
dedmesej,NOUN,death notice
dedwan,ADJ,weak
defdefren,ADJ,different
defren,ADJ,different
defrens,NOUN,difference
dei,NOUN,day
dek,NOUN,deck
delaet,ADJ,daylight
delege,NOUN,French district agent
delegesen,NOUN,delegation
Demetrius,NOUN,Demetrius
demokrasi,NOUN,democracy
demokratik,ADJ,democratic
demonstresen,NOUN,demonstration
demonstretem,VERB,demonstrate
denggi,NOUN,dengue fever
denja,NOUN,danger
depo,NOUN,mental asylum
Deproma,PROPN,Deproma
des,NOUN,desk
deser,NOUN,dessert / sweets
desisen,NOUN,decision
DESP,PROPN,Department of Ecomonic and Sector Planning
destroiem,VERB,destroy
Deved,NOUN,David
devel,NOUN,devil
DG,PROPN,Director General
dia,ADJ,dear
diaria,NOUN,diahorrea
difenda,NOUN,defender
difendem,VERB,defend
digdig,VERB,dig
digdigim,VERB,dig
digim,VERB,dig
digimaot,VERB,dig out
digri,NOUN,degree
dije,NOUN,disk jockey
dikon,NOUN,deacon
dikones,NOUN,deaconess
diksonari,NOUN,dictionary
dil,VERB,deal with
dilim,VERB,deal
Dilingbaba,PROPN,Dilingbaba
dimon,NOUN,demon
dina,NOUN,dinner
Dineumevuneu,PROPN,Dineumevuneu
dinggi,NOUN,dinghy
dipatmen,NOUN,department
dipen,VERB,depend
dipot,VERB,be deported
dipotem,VERB,deport
dipring,NOUN,uncircumcised penis
dipsi,NOUN,deep sea
dipskin,ADJ,uncircumcised
Dirihi,PROPN,Dirihi
dis,NOUN,dish
disaed,VERB,decide
disaedem,VERB,decide
disaen,VERB,design
disaepol,NOUN,disciple
disasta,NOUN,disaster
disebol,ADJ,disabled
Disemba,NOUN,December
disfala,ADJ,this
disisen,NOUN,decision
diskaon,NOUN,discount
disko,NOUN,disco
dispenseri,NOUN,dispensery
distrik,NOUN,district
divaed,NOUN,divide
divaedem,VERB,divide
divelop,VERB,develop
divelopem,VERB,develop
divelopmen,NOUN,development
Divisbay,PROPN,Divisbay
divos,VERB,divorce
divosem,VERB,divorce
do,NOUN,door
DoA,PROPN,Department of Agriculture
DoE,PROPN,Department of Education
DoH,PROPN,Department of Health
dok,NOUN,storage shed
Dokas,NOUN,Dorcas
dokta,NOUN,doctor
dola,NOUN,dollar
Dolav,PROPN,Dolav
dolfen,NOUN,dolphin
dolifes,NOUN,mask
domatri,NOUN,dormatory
dongki,NOUN,donkey
Dorig,PROPN,Dorig
dota,NOUN,daughter
doti,NOUN,rubbish
dotimane,NOUN,bribe
dotiwok,NOUN,bribery
drae,ADJ,dry
draebam,NOUN,home brew
draebatri,NOUN,dry cell battery
draebensin,NOUN,fuel without oil mixed in
draebisket,NOUN,dry bisket
draedok,NOUN,dry dock
